,Unnamed: 0,id,artist,first_artist,song,weeks_on_chart,peak_rank,lyrics,length,word_count,language,language_score,link
39,1320,4080,j-hope Featuring Becky G.,j-hope,Chicken Noodle Soup,1,81,"I let it rain, I clear it out I let it rain, I clear it out I let it rain, I clear it out I let it rain, I clear it out  Chicken noodle soup Chicken noodle soup Chicken noodle soup with a soda on the side Chicken noodle soup Chicken noodle soup Chicken noodle soup with a soda on the side  From 광주 한 거시기의 gang, ayy 금남 충장 street 거긴 내 할렘 뉴런 입단 bounce with my team, ayy 춤에 뻑 가 워커홀릭 매일, ayy 십대에 밤 새우며 성장한 case, ayy 내 키는 춤으로 매겨 I'm okay, ayy 큰 비전 그려나가는 plan 꿈을 그려가는 애 리듬 지르밟는 스텝, ayy Popping, rocking, hopping, tutting, dougie, flexing, swaggin' (Woah) 아직 매일 같이 한시바삐 하지 날 위한 일 (Woah) 늘 나를 채찍해 당근은 트로피에 인생에 베팅해 춤은 나의 cash Hope on the street 이제 나만의 길 With Becky G on the side Everyday I'm lit (Get it!) We always got love For where we come from So let 'em know what’s up, ooh No matter wherever we go Bring it back to this place called home, babe Now that you know it Let me see you (Ooh, ooh, ooh, what, what?)  Chicken noodle soup Chicken noodle soup Chicken noodle soup with a soda on the side Chicken noodle soup Chicken noodle soup Chicken noodle soup with a soda on the side Chicken noodle soup Chicken noodle soup Chicken noodle soup with a soda on the side Chicken noodle soup Chicken noodle soup Chicken noodle soup with a soda on the side Chicken noodle, o pollo con espagueti Ninguna de estas mujeres tiene el flow que tiene Becky Latinoamericana, soy de aquí Carita de santa, pero freaky ¿Quién me va a decir si ya to' lo vi? (Huh) Donde yo nací no pensaban que una mujer iba a sobresalir What you gonna do, what you gonna do? (What, what?) What you gonna do, what you gonna do? (What, what?) What you gonna do, what you gonna do? (What, what?) What you gonna do, what you gonna do Look back at it, lights, camera, action Definitivamente la mejor de la escena Word on the street we got the people reactin' La gente que critica simplemente me dan pena, haha We always got love (Got love) For where we come from (Where we from) So let 'em know what's up (Ooh, yeah) No matter wherever we go Bring it back to this place called home, baby Now that you know it Let me see you (Ooh, ooh, ooh, what, what?)  Go! I let it rain, I clear it out I let it rain, I clear it out I let it rain, I clear it out I let it rain, I clear it out Let's get it, let's get it Let's get it, let's get it Let's get it, let's get it Let's get it, let's get it I let it rain, I clear it out I let it rain, I clear it out (Turn up!)  Chicken noodle soup Chicken noodle soup Chicken noodle soup with a soda on the side Chicken noodle soup Chicken noodle soup Chicken noodle soup with a soda on the side Chicken noodle soup Chicken noodle soup Chicken noodle soup with a soda on the side Chicken noodle soup Chicken noodle soup Chicken noodle soup with a soda on the side Let it be your rain, and bring it out, yo Let it be your rain, just bring it out Let it rain no more, I clear it out Let's get it, let's get it Let's get it, let's get it Let's get it, let's get it Let's get it, let's get it, ayy21EmbedShare URLCopyEmbedCopy",3,1,-,-1.0,https://genius.com/J-hope-chicken-noodle-soup-lyrics
40,1003,8053,Pop Smoke Featuring Quavo & Future,Pop Smoke,Snitchin,1,54,,16671,3123,en,0.9999958699356291,https://genius.com/Pop-smoke-snitching-lyrics
41,190,10449,Bing Crosby,Bing Crosby,I'll Be Home For Christmas,1,50,I'll be home for Christmas You can plan on me Please have snow and mistletoe And presents on the tree Christmas Eve will find me Where the love light gleams I'll be home for Christmas If only in my dreams I'll be home for Christmas You can plan on me Please have snow and mistletoe And presents on the tree Christmas Eve will find me Where the love light gleams I'll be home for Christmas If only in my dreamsEmbedShare URLCopyEmbedCopy,561,91,en,0.9999962038198996,https://genius.com/Bing-crosby-ill-be-home-for-christmas-if-only-in-my-dreams-lyrics
42,231,10194,Carrie Underwood,Carrie Underwood,Favorite Time Of Year,4,62,!Error!,79241,13651,en,0.999995827623794,
43,727,8961,Lil Durk,Lil Durk,The Voice,1,62,"(Turn me up, Josh)  I was goin' through that pain alone I was goin' through that phase alone We all change, you say I change alone Sleepless nights, barely changin' clothes You know damn right you was wrong I was tired, they didn't realize Certain vibes, it don't feel right Plenty nights got me traumatized Why they lie? I do love my guys You lookin' crazy, know the trenches raised me I'm Durkio, but I'm Chicago JAY-Z And I was scared how that money made me I caught a vibe today, was lookin' crazy Money ran low, right? Felons can't vote, right? I can't even vote for who I believe in, shit ain't goin' right I didn't drop a tear inside the funeral, I ain't mourn right And I nut in all the hoes I fuck, I blame the porn site  Please don't turn away from me I got enough on my plate tryna turn away, tryna turn away Became the voice of the streets and my people ain't believe in me I'm supportive of the streets and them people ain't believe in me Quarantine what? I'm just tryna make a buck Talkin' to my dawg, he be actin' like he stuck Favorite gun a Glock, it slipped up, what a month Throw it in they face every time I hold it up Granny ain't feelin' too well Shootout with the police, I ain't goin' to jail How you actin' off a case, you'll know if you tell I know a nigga from the hood, he'll serve with no scale Watchin' Bands make a play, I seen him score in the mail Gave him thirty-nine years, I heard him cry in the cell Even though I'm gettin' big, I bought a MAC through my Zelle Took a picture on my block, they think I'm back in the field  Please don't turn away from me I got enough on my plate tryna turn away, tryna turn away Became the voice of the streets and my people ain't believe in me I'm supportive of the streets and them people ain't believe in me6EmbedShare URLCopyEmbedCopy",9941,2069,en,0.9999934138977314,https://genius.com/Lil-durk-the-voice-lyrics
44,97,9707,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,Ariana Grande Feat. Doja Cat,34+35,8,8,"Hmm  You might think I'm crazy The way I've been cravin' If I put it quite plainly Just gimme them babies So what you doin' tonight? Better say, ""Doin' you right"" (Yeah) Watchin' movies, but we ain't seen a thing tonight (Yeah)  I don't wanna keep you up (You up) But show me, can you keep it up? (It up) 'Cause then I'll have to keep you up Shit, maybe I'ma keep you up, boy I've been drinkin' coffee (I've been drinkin' coffee; coffee) And I've been eatin' healthy (I've been eatin' healthy; healthy) You know I keep it squeaky, yeah (You know I keep it squeaky) Savin' up my energy (Yeah, yeah, savin' up my energy)  Can you stay up all night? Fuck me 'til the daylight Thirty-four, thirty-five (Yeah, yeah, yeah, yeah) Can you stay up all night? (All night) Fuck mе 'til the daylight Thirty-four, thirty-five (Yeah, yеah, yeah, yeah) You drink it just like water (Water) You say it tastes like candy So what you doin' tonight? (Tonight) Better say, ""Doin' you right"" (Alright) Watchin' movies, but we ain't seen a thing tonight (Yeah)  I don't wanna keep you up (You up) But show me, can you keep it up? (It up) 'Cause then I'll have to keep you up Shit, maybe I'ma keep you up, boy I've been drinkin' coffee (Said I've been drinkin' coffee; coffee) And I've been eatin' healthy (And I've been eatin' healthy; healthy) You know I keep it squeaky, yeah (Except this wine, babe) Savin' up my energy (Yeah, yeah, yeah)  Can you stay up all night? (All night) Fuck me 'til the daylight (Daylight) Thirty-four, thirty-five (Thirty-five; yeah, yeah, yeah, yeah) Can you stay up all night? (Can you stay?) Fuck me 'til the daylight (Can you stay?) Thirty-four, thirty-five (Yeah, yeah, yeah, yeah)  Oh yeah, yeah Baby, you might need a seatbelt when I ride it I'ma leave it open like a door, come inside it Even though I'm wifey, you can hit it like a side chick Don't need no side dick, no Got the neighbors yellin' ""Earthquake!"" (Earthquake) 4.5 when I make the bed shake Put it down heavy even though it's lightweight (It's lightweight, yeah, yeah, yeah, babe) Yeah, we started at midnight Go 'til the sunrise (Sunrise) Done at the same time (Yeah) But who's counting the time when we got it for life? (Got it for life) I know all your favorite spots (Favorite spots) We can take it from the top (From the top) You such a dream come true, true Make a bitch wanna hit snooze, ooh Can you stay up all night? Fuck me 'til the daylight (Yeah, yeah) Thirty-four, thirty-five (Yeah, yeah, yeah, yeah) (Thirty-four, thirty-five) Can you stay up all night? (Do you know what that means?) Fuck me 'til the daylight (Do you know what that means?) Thirty-four, thirty-five (Yeah, yeah, yeah, yeah) Yeah, yeah, yeah  Means I wanna ""69"" with you No shit Math class Never was good152EmbedShare URLCopyEmbedCopy",1821,376,en,0.9999957269712313,https://genius.com/Ariana-grande-34-35-lyrics
45,196,5178,Blake Shelton Duet With Gwen Stefani,Blake Shelton Duet With Gwen Stefani,Nobody But You,25,18,"Don't have to leave this town to see the world 'Cause it's something that I gotta do I don't wanna look back in 30 years And wonder who you're married to Wanna say it now, wanna make it clear For only you and God to hear When you love someone, they say you set 'em free But that ain't gonna work for me  I don't wanna live without you I don't wanna even breathe I don't wanna dream about you Wanna wake up with you next to me I don't wanna go down any other road now I don't wanna love nobody but you Lookin' in your eyes now, if I had to die now I don't wanna love nobody but you You  All the wasted days, all the wasted nights I blame it all on being young Got no regrets 'cause it got me here But I don't wanna waste another one I been thinkin' about what I want in my life It begins and ends the same If I had to choose what I couldn't lose There'd only be one thing I don't wanna live without you I don't wanna even breathe I don't wanna dream about you Wanna wake up with you next to me I don't wanna go down any other road now I don't wanna love nobody but you Lookin' in your eyes now, if I had to die now I don't wanna love nobody but you You I don't wanna love nobody but you (You)  Wanna say it now, wanna make it clear For only you and God to hear  I don't wanna live without you I don't wanna even breathe I don't wanna dream about you Wanna wake up with you next to me (Next to me) I don't wanna go down any other road now I don't wanna love nobody but you (I don't wanna love nobody) Lookin' in your eyes now, if I had to die now I don't wanna love nobody but you You I don't wanna love nobody but you (You) I don't wanna love nobody but youEmbedShare URLCopyEmbedCopy",2677,541,en,0.9999963407335357,https://genius.com/Blake-shelton-nobody-but-you-lyrics
46,339,3259,Drake,Drake,How About Now,1,60,"That's the shit I'm talking 'bout though, like you changed up, you don't even fuckin' link nobody no more, you just dash me away like a cyattie. Yo, you cheesed me dog  Always felt like my vision been bigger than the bigger picture Crazy how you gotta wait until it's dark out to see who really with you Crazy how even when it miss you Shit'll come back around and get you Crazy like all my niggas, crazy like all my niggas Remember I deleted all my other girls' numbers out the phone for you? Remember when you had to take the bar exam I drove in the snow for you? Yeah You probably don't remember half the shit a nigga did for you, yeah  Yeah, you ain't really fuck with me way back then But how 'bout now? (Now) 'Cause I'm up right now (I'm up right now) And you stuck right now (Stuck right now) Oh, you thought you had it all figured out back then But how 'bout now? (Now) 'Cause I'm up right now (I'm up right now) And you stuck right now, yeah (Stuck right now) You thought the little effort that you put in was enough, girl How 'bout now? Yeah Girl, how 'bout now, how 'bout now, girl? What about now, girl, how 'bout now? My heart belongs to you...  Yeah, always been daddy's little angel I bought your dad a bunch of shit for Christmas He ain't even say thank you I had no money left from actin', I was focused on the music I used to always try and burn you CDs of my new shit You be like ""who's this?"" I be like ""me, girl"" You be like ""oh, word, true shit?"" Then ask if we could listen to Ludacris Them car rides made me feel like I was losin' it Yeah, made me feel I ain't have it like that Or I was average like that Started drinkin' way more than I used to People form habits like that, girl Yeah, man enough to tell you I was hurt that year I'm not even Christian, I still went to church that year Guess I just had to pretend that year I ain't even see my friends that year Places that I should've been  Yeah, you ain't really fuck with me way back then But how 'bout now? (Now) 'Cause I'm up right now (I'm up right now) And you stuck right now (Stuck right now) Oh, you thought you had it all figured out back then Girl, how 'bout now? (Now) 'Cause I'm up right now (I'm up right now) And you stuck right now, yeah (Stuck right now) You thought the little effort that you put in was enough, girl How 'bout now? Yeah Girl, how 'bout now, how 'bout now, girl? What about now, girl, how 'bout now? My heart belongs to you Whatever you need, there's nothin' I won't do Whatever you need, there's nothin' I won't do Whatever you need, there's nothin' I won't do Whatever you need, there's nothin' I won't do1.4KEmbedShare URLCopyEmbedCopy",2633,495,en,0.9999963098619231,https://genius.com/Drake-how-bout-now-lyrics
47,374,2859,Ed Sheeran With Chris Stapleton & Bruno Mars,Ed Sheeran With Chris Stapleton,BLOW,2,60,"I'm feelin' like a bullet jumpin' out a gun I'm feelin' like a winner, I feel like the one You're doing somethin' to me, you're doing somethin' strange Well, jump back, talk to me, woman You make me wanna make a baby, baby, uh  Supernatural woman, supernatural freak Don't know what you're doin', got me feelin' weak Oh, I wanna call you fever, baby, you can set a fire on me Hot damn, pop it like a pistol, mama You got me down on my knees, begging please  I'm comin', baby I'm gunnin' for you, yeah Locked, loaded, shoot my shot tonight I'm comin', baby I'm gunnin' for you Pull my trigger, let me blow your mind  You red leather rocket, you little foxy queen Everybody's watching, pretty little thing Baby, tell me, what's your fantasy? Come closer, let's talk about it You want white lines in a limousine Whipped cream, and everything in between, yeah I'm comin', baby I'm gunnin' for you, yeah Locked, loaded, shoot my shot tonight I'm comin', baby I'm gunnin' for you Pull my trigger, let me blow your mind I'm comin', baby   I'm comin', baby I'm gunnin' for you, yeah Locked, loaded, shoot my shot tonight I'm comin', baby I'm gunnin' for you Pull my trigger, let me blow your mind13EmbedShare URLCopyEmbedCopy",2048,375,en,0.9999961644644451,https://genius.com/Ed-sheeran-chris-stapleton-and-bruno-mars-blow-lyrics
48,379,59,Ellie Goulding X Diplo Featuring Swae Lee,Ellie Goulding X Diplo,Close To Me,25,24,"Even though we both know we're liars And we start each other's fires We just know that we'll be alright Even though we're kicked out the party 'Cause we both hate everybody We're the ones they wanna be like  So don't let me down Keep me in trouble Born to be wild Out in the jungle  And I don't wanna be somebody without your body Close to me And if it wasn't you, I wouldn't want anybody Close to me (Yeah, yeah) 'Cause I'm an animal, animal-al like Animal like you And I don't wanna be somebody without your body Close to me (Woo)  You can never come too close for comfort I had to cut my bitch off, she bein' stubborn (Stubborn) I make it known I fuck with you, not undercover ('Cover) And when I jump in, I'm burnin' rubber (Yeah, skrrt) Iced out body, didn't go to college (Yeah, yeah) Price tag poppin', then you on a private (Then you on a) Don't say ""sorry,"" everyone's watchin' (Everyone) When you're where I am, everything's timeless (Yeah, yeah) And I don't wanna be somebody without your body Close to me And if it wasn't you, I wouldn't want anybody Close to me (Yeah, yeah) 'Cause I'm an animal, animal-al like Animal like you And I don't wanna be somebody without your body Close to me (Yee) Close to me  Close to me (Woo) Yeah  'Cause I'm an animal, animal-al like Animal like you  And I don't wanna be somebody without your body (Yeah) Close to me And if it wasn't you, I wouldn't want anybody Close to me (Yeah, yeah) Because I'm an animal, animal-al like Animal like you And I don't wanna be somebody without your body Close to me Close to me (To me) Close to me28EmbedShare URLCopyEmbedCopy",3082,593,en,0.9999963816121149,https://genius.com/Ellie-goulding-and-diplo-close-to-me-lyrics
49,497,8665,Internet Money & Gunna Featuring Don Toliver & NAV,Internet Money & Gunna,Lemonade,19,6,"Xanny bars, suicide door, brand new bag College girls give a nigga head in my Rafs Rockstar life, so much money it'll make you laugh, hey These bitches, they hate, and you can't miss what you never had, hey, hey  Off the juice (Juice), codeine got me trippin' (Juice) Copped the coupe (Coupe), woke up, roof is missin' (Yeah) Ice (Ice), lemonade, my neck was drippin' Ice (Ice), lemonade, my neck was drippin'  Addy boys, got some sixties in my bag (Addy) Lips sealed, I ain't pillow talkin', I'm no rat (No) In my earlobe, got two karats, VVS (Bling) Got a penthouse near Rodeo off of stress (Stress) All this money, when I grew up, I had nothing (Nothing) Filled with backstabbers, my old life was disgusting (Disgusting) Can't believe it, gotta thank God that I'm livin' comfortably (Thank God) Gettin' checks, I don't believe her, she say she done with me Burned some bridges and I let the fire light the way (Oh-woah) Kickin' my feet up, left the PJs on a PJ (A PJ) Yeah, I'm a big dawg, and I walk around with no leash (Oh-oh) I got water on me, yeah, everything on Fiji Xanny bars, suicide door, brand new bag College girls give a nigga head in my Rafs Rockstar life, so much money it'll make you laugh, hey These bitches, they hate, and you can't miss what you never had, hey, hey  Off the juice (Juice), codeine got me trippin' (Juice) Copped the coupe (Coupe), woke up, roof is missin' (Yeah) Ice (Ice), lemonade, my neck was drippin' Ice (Ice), lemonade, my neck was drippin' (Hey, hey)  I'm a rockstar, play guitars (Yeah), sippin' Wock', hey (Hey) Adderall, fentanyl, Xanax bars, ayy (Hey) I was fifteen, I was sippin' codeine with my dawg, ayy (Codeine) Did a Percocet, Promethazine, I feel nausey (Promethazine) Put up a stick and I hop on a plane Still in my war ways (War ways) Shit is so risky, I gotta be gifted He blessed me with fortune and fame (Fortune and fame, nice) I remember from fifty, I couldn't go back empty I knew I was stuck to the game (Stuck) I'm loyal and I'll never change I'm never gon' go against the grain (Go against the grain) I'm never gon' be the one to turn on my brother When police has got us detained (Nah) I won't ever love a bitch more than my mother And that's on my government name (Nah) I can't be no sucker, ain't hatin' on no one I wish everybody get paid (Paid) 'Cause we countin' up every day (Every day) Gettin' high 'til I land in the grave Xanny bars, suicide door, brand new bag College girls give a nigga head in my Rafs Rockstar life, so much money it'll make you laugh, hey These bitches, they hate, and you can't miss what you never had, hey, hey  Off the juice (Juice), codeine got me trippin' (Juice) Copped the coupe (Coupe), woke up, roof is missin' Ice (Ice), lemonade, my neck was drippin' Ice (Ice), lemonade, my neck was drippin'  Yeah, yeah, yeah104EmbedShare URLCopyEmbedCopy",2863,415,en,0.9999972351367992,https://genius.com/Internet-money-lemonade-lyrics
50,607,8172,Kane Brown With Swae Lee & Khalid,Kane Brown With Swae Lee,Be Like That,21,19,"I might be better on my own I hate you blowin' up my phone I wish I never met your ass Sometimes it be like that But I'm not myself the nights you're gone There ain't no way I'm movin' on I'm not afraid to need you bad Sometimes it be like that  We both wanna love We both wanna slide We both wanna argue until we're both right And you want a hug I kiss you goodnight Maybe we're both just out of our mind (Ooh) And you throw tantrums while I'm twistin' up No medicine is fixin' us Can't tell you why but tell you what You got me thinkin'  I might be better on my own I hate you blowin' up my phone I wish I never met your ass Sometimes it be like that But I'm not myself the nights you're gone There ain't no way I'm movin' on I'm not afraid to need you bad (Bad) Sometimes it be like that I cross the seas wit' you (Hey, seas) Wasn't even supposed to be wit' you (Yeah, be) Yeah, and it gets crazy in the night I cannot sleep with you (Sleep with you) And I could keep you nice and warm (Ayy) Won't do no thinking, I'm in love (Yeah, yeah) If I was to give you the world (Yeah) That's anything that you can think of (Of)  Got too much goin' to be upset I swear I'd rather be your friend I said I'm gonna be right back It hurts, sometimes it be like that  I might be better on my own I hate you blowin' up my phone I wish I never met your ass Sometimes it be like that But I'm not myself the nights you're gone There ain't no way I'm movin' on I'm not afraid to need you bad (Bad) Sometimes it be like that Sometimes, when you thought you found the love of your life (Ooh, ooh, ooh) Now you're thinkin' I'm just one of those guys, leading on I can't help when you read it wrong Don't know why I trip on us You put me down, I pick you up Can't tell you why but tell you what (You should know that) You got me thinkin'  I might be better on my own I hate you blowing up my phone I wish I never met your ass Sometimes it be like that But I'm not myself the nights you're gone There ain't no way I'm movin' on I'm not afraid to need you bad Sometimes it be like that  Yeah, yeah Sometimes when you're fallin' off track Baby, don't you leave me like that Don't cry 'Cause we're both just out of our mind, yeah, ayy-ayy14EmbedShare URLCopyEmbedCopy",1903,350,en,0.9999976528818992,https://genius.com/Kane-brown-swae-lee-and-khalid-be-like-that-lyrics
51,654,1557,Khalid With John Mayer,Khalid With John Mayer,Outta My Head,1,58,"I'm here outside when you’re ready (When you're ready for me) Bring out the shots and confetti (All night long) I'll take you home if you let me, yeah (Oh yeah) Just promise you won’t forget me, no  'Cause the days get brighter when you're here So I gotta keep you near Goin' crazy and I just can't get you outta my head Love is in the atmosphere, you can feel it in the air Gettin' hazy and I just can't get you outta my head  Ooh-woah, ooh-woah Ooh-woah, ooh-woah (My) Ooh-woah, ooh-woah Ooh-woah, ooh-woah (My head) Ooh-woah, ooh-woah Ooh-woah, ooh-woah (My) Ooh-woah, ooh-woah Just can't get you outta my head  You locked the door and it’s raining (Just let it rain down) But baby, I’m not complaining, no We hit the road and we're racin’ yeah You make me super impatient (Oh) Can you feel the tension? You've got my attention I know we're just friends, but I'd rather be together instead, yeah ’Cause the days get brighter when you're here So I gotta keep you near (Oh-ah) Goin' crazy and I just can't get you outta my head (Yeah) Love is in the atmosphere, you can feel it in the air (Oh) Gettin' hazy and I just can't get you outta my head  Ooh-woah, ooh-woah Ooh-woah, ooh-woah (My) Ooh-woah, ooh-woah Ooh-woah, ooh-woah (My head) Ooh-woah, ooh-woah Ooh-woah, ooh-woah (My) Ooh-woah, ooh-woah Just can't get you outta my head  Can't get you outta my head My head, my head My head, my head My head, my head My head, my head Can't get you outta my head My head, my head My head, my head Can't get you outta my Ooh-woah, ooh-woah Ooh-woah, ooh-woah (My) Ooh-woah, ooh-woah Ooh-woah, ooh-woah (My head) Ooh-woah, ooh-woah Ooh-woah, ooh-woah (My) Ooh-woah, ooh-woah Just can't get you outta my head4EmbedShare URLCopyEmbedCopy",2735,522,en,0.9999943762115276,https://genius.com/Khalid-and-john-mayer-outta-my-head-lyrics
52,1019,4,Post Malone & Swae Lee,Post Malone,Sunflower (Spider-Man: Into The Spider-Verse),53,1,"Ayy, ayy, ayy, ayy (Ooh) Ooh, ooh, ooh, ooh (Ooh) Ayy, ayy Ooh, ooh, ooh, ooh  Needless to say, I keep in check She was a bad-bad, nevertheless (Yeah) Callin' it quits now, baby, I'm a wreck (Wreck) Crash at my place, baby, you're a wreck (Wreck) Needless to say, I'm keeping in check She was a bad-bad, nevertheless Callin' it quits now, baby, I'm a wreck Crash at my place, baby, you're a wreck Thinkin' in a bad way, losin' your grip Screamin' at my face, baby, don't trip Someone took a big L, don't know how that felt Lookin' at you sideways, party on tilt Ooh-ooh, some things you just can't refuse She wanna ride me like a cruise and I'm not tryna lose  Then you're left in the dust, unless I stuck by ya You're a sunflower, I think your love would be too much Or you'll be left in the dust, unless I stuck by ya You're the sunflower, you're the sunflower Every time I'm leavin' on ya (Ooh) You don't make it easy, no (No, no) Wish I could be there for ya (Ooh) Give me a reason to, oh (Oh) Every time I'm walkin' out (Oh) I can hear you tellin' me to turn around (Oh, oh) Fightin' for my trust and you won't back down (No) Even if we gotta risk it all right now, oh (Now) I know you're scared of the unknown (Known) You don't wanna be alone (Alone) I know I always come and go (And go) But it's out of my control  And you'll be left in the dust, unless I stuck by ya You're the sunflower, I think your love would be too much Or you'll be left in the dust, unless I stuck by ya You're the sunflower, you're the sunflower (Yeah)326EmbedShare URLCopyEmbedCopy",1672,294,en,0.9999962888321161,https://genius.com/Post-malone-and-swae-lee-sunflower-lyrics
53,1178,9898,The Kid LAROI Featuring Machine Gun Kelly,The Kid LAROI,"Fuck You, Goodbye",1,99,"Fuck you, goodbye You hurt me, for the last time It's time for me to move on So fuck you and goodbye I gave you love and I hate it (Yeah, yeah) Yeah, all of the time that I wasted (Yeah, yeah) Fuck you, goodbye You hurt me, for the last time  It's the last time I let you hurt me Fuck you, goodbye, I did not deserve it None of this bullshit was ever really worth it You blame me like I know I ain't perfect I tried with you, and I lied for you Many times, put my life on the line for you I really wanted to get it right with you I always saw the better side of you And now it's fuck you for life I'm doin' better, you right I was wrong 'bout you, I guess I finally realized You brought the dark to my light I'm with a new one tonight But there is one last thing I want to tell you tonight Fuck you, goodbye You hurt me, for the last time It's time for me to move on So fuck you and goodbye I gave you love and I hate it (Yeah, yeah) Yeah, all of the time that I wasted (Yeah, yeah) Fuck you, goodbye You hurt me, for the last time  Wait, that was a lie Because I cannot erase you like eternal sunshine in a spotless mind Red in the eyes, lately I've been on a cocaine diet I've been tryin' to feed my high Your things are still in the box that you left in the bedroom You'll leave, and I'm here With no heart, guess I'll be dead soon Ghost in a shell, stoned like a cemetery Scars don't heal, I got these in February Broke your spell, love is only temporary Highway to hell, I'm hangin' out the roof, yellin'  Fuck you, goodbye (Yeah) You hurt me, for the last time It's time for me to move on So fuck you and goodbye I gave you love and I hate it (Yeah, yeah) Yeah, all of the time that I wasted (Yeah, yeah) Fuck you, goodbye You hurt me, for the last time21EmbedShare URLCopyEmbedCopy",1154,220,en,0.9999980090806495,https://genius.com/The-kid-laroi-fck-you-goodbye-lyrics
54,1249,9336,Why Don't We,Why Don't We,Fallin',1,37,"Caught in the moment, not even thinkin' twice Everything's frozen, nothing but you and I Can't stop my heart from beating, why do I love this feeling? Make me a promise, tell me you'll stay with me If I'm bein' honest, I don't know where this leads But that's the only question, baby, don't keep me guessin'  Ooh You are my muse I feel so reckless Oh, you're makin' me, makin' me, makin' me give in  Oh, baby, I can feel the rush of adrenaline I'm not scared to jump if you want to Let's just fall in love for the hell of it Maybе we'll just keep fallin' I can feel the rush of adrenalinе I'm not scared to jump 'cause I want you Let's just fall in love for the hell of it Maybe we'll just keep fallin'  When I'm around ya, I feel it in my veins There's something about ya that's makin' me go insane We have a storm to weather, my little sweet surrender Ooh (Whoa) You are my muse (You are my muse) I feel so reckless Oh, you're makin' me, makin' me, makin' me give in  Oh, baby, I can feel the rush of adrenaline I'm not scared to jump if you want to Let's just fall in love for the hell of it Maybe we'll just keep fallin' I can feel the rush of adrenaline I'm not scared to jump 'cause I want you Let's just fall in love for the hell of it Maybe we'll just keep fallin'  Fallin', fallin' (Fallin', fallin', fallin', fallin') Fallin' (Fallin', fallin', fallin', fallin') Fallin' (Fallin', fallin', fallin', fallin') Fallin' (Fallin', fallin', fallin', fallin') Maybe, we'll just keep fallin'  Ooh You are my muse I feel so reckless Oh, you're makin' me, makin' me, makin' me, makin' me Makin' me, makin' me, makin' me give in Oh, baby, I can feel the rush of adrenaline I'm not scared to jump if you want to Let's just fall in love for the hell of it Maybe we'll just keep fallin' (Hey) I can feel the rush of adrenaline (Ooh) I'm not scared to jump 'cause I want you (No) Let's just fall in love for the hell of it Maybe we'll just keep fallin' (Just keep fallin')  Yeah (Fallin', fallin', fallin', fallin') We'll just keep fallin' (Fallin', fallin', fallin', fallin') Ooh, ooh (Fallin', fallin', fallin', fallin') Maybe we'll just keep fallin'157EmbedShare URLCopyEmbedCopy",2702,521,en,0.9999957583404673,https://genius.com/Why-dont-we-fallin-adrenaline-lyrics
55,1254,76,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,XXXTENTACION x Lil Pump,Arms Around You,17,28,"Oh-oh (Ooh, ooh) (Lil Pump Maluma, baby) Oh, woo-oh-oh, oh, ya-ah-aah Mally, Mally Mall  Arms around you Te amo, mami, let me hold you Got my arms right around you, girl, oi Good lovin', arms all around you To make sure no one could harm you Damn, lil' mami, let me have you, oi  Yes, she drivin' me crazy (Yeah) I take drugs on the daily (Ooh) Pull out the 'Rari or the Mercedes (Which one?) Yeah, she got my heart racing, racing (Yeah) Foreign cars, foreign hoes Yeah, we got a lot of those (Ooh) Ten bands on my Gucci coat (Ooh) Ten hoes in the studio (Huh) Yes, I'm gonna miss you though (Yuh) But I gotta let her go (Brr) Spanish bitches love the coke (Wow) Put my dick straight down her throat (Damn) I know that your baby daddy broke (Broke) Take your wife backstage at a festival Penthouse, 54th floor, let's go (Let's go) And my hotel came with a stripper pole Arms around you Te amo, mami, let me hold you Got my arms right around you, girl, oi Good lovin', arms all around you To make sure no one could harm you Damn, lil' mami, let me have you, oi  If you ever get to feel my touch Then you might never get enough Yes, I know you feel the ambiance (Hey) Love you like I'll never see you again Only real 'cause I'm not for pretend (No) Reaching out with your arms extended My love is emergency and I can sense the urgency (Ya-ah) Come, let me, woah-oh-oh-oh Your body is just for me (For me) It was like sorcery She left me like an alcoholic  Arms around you Te amo, mami, let me hold you Got my arms right around you, girl, oi Good lovin', arms all around you To make sure no one could harm you Damn, lil' mami, let me have you, oi Yeah, Maluma, baby (Dice) Ey, mama (Mamá), te espera un party en mi cama (Cama) Me encanta la forma en que me hablas (Hablas) Invita a tu amiga la Juana Pa' que fumemos como fumamos en La Habana Siempre andamos positivos Esa es la forma en que vivo, activo Que se joda el que no esté en lo mismo Yo disfruto mientras siga vivo Di que sí, que no te cuesta Si conmigo estás vestida de Chanel (Oh, yeah) Hasta los pies (Oh, yeah) Si tú te pones pa'l problema Yo me pongo como se tiene que ser De una vez, bebé, bebé (Maluma, baby)  Arms around you Te amo, mami, let me hold you Got my arms right around you, girl, oi Good lovin', arms all around you To make sure no one could harm you Damn, lil' mami, let me have you, oi  Fx My name is162EmbedShare URLCopyEmbedCopy",2074,412,en,0.9999967467701489,https://genius.com/Xxxtentacion-and-lil-pump-arms-around-you-lyrics
