,line,corona
1481,life was so beautiful,False
1482,todo bien,False
1483,don't stop before it's over,False
1484,"i know them higher powers lookin' over, that's for sure",False
1485,"you are the champions, my friends",False
1486,"the green, green grass and the birds that sing",False
1487,for 20 seconds every time,False
1488,co-co-coronavirus,True
1489,i saw you,False
1490,"if you cool with it, baby, she can still play",False
1491,"they better know exactly what the fuck they came to do (yeah, yeah, yeah, woah, woah)",False
1492,before those carpetbaggers came to town,False
1493,got a face mask,True
1494,"in the bucket, so that gun shot",False
1495,"bitch, you still on my dick or nah? (nah)",False
1496,"the 'cat one hundred, you need that? i got it",False
1497,"monday all the way to sunday, pick a time to drill",False
1498,she want me to fuck her to some keith sweat (21),False
1499,and d.a. got that dope he sends to me (uh-huh),False
1500,i've paid my dues,False
1501,how can you miss someone you've never seen?,False
1502,those of your needs,False
1503,"this world is so ice (ice), world so cold (cold)",False
1504,"bank account got millions, yeah, commas (commas)",False
1505,tienes que quedarte allí,False
1506,"fuckin' up the winter, yeah, and summer (summer)",False
1507,"never knew my father, mama told me i'm a hood son",False
1508,it's gonna be alright,False
1509,baddies to my left and my right,False
1510,"when i come out, all the snake bitches start plottin' (plottin')",False
1511,"now here we come on our thrones, sittin' high",False
1512,was a cause for celebrations,False
1513,pero sabes que a los dos nos entran ganas,False
1514,"we gon' be alright, alright",False
1515,friday hits and i feel like wasting everybody's time,False
1516,this world on fire,False
1517,now i don’t know about you but i believe in a god who can use this,False
1518,we know that there's always tomorrow,False
1519,"now twerk for me, twerk for me (twerk)",False
1520,i just don't wanna succeed and feel like he ain't got a damn thing to do with this,False
1521,it'll be like k9's in a brawl,False
1522,"she livin' underground, dressin' like a caveman",False
1523,and there's always next year,False
1524,hello to my unibrow,False
1525,and we'll keep on fighting till the end,False
1526,i promise you i will stay,False
1527,"as the saying goes: ""this too shall pass""",False
1528,"i don’t care i eat, eat, eat, and sleep all day (okay)",False
1529,me and the bros whippin' rolls back to back (back to back),False
1530,a message from the heart that comes from me,False
1531,"dímelo, mami",False
1532,"they never fade (i know alone, i know alone)",False
1533,each time someone,False
1534,we're gonna be okay (just need you to tell me we're alright),False
1535,"ooh, motherland, motherland, motherland, motherland drip on me",False
1536,i need you now but i don't know you yet,False
1537,you may be the last one standing,False
1538,"and i, i'm a street light shinin'",False
1539,'cause even if i don't have a dog in the fight,False
1540,insta live is blowing up,False
1541,go back ,False
1542,"sing it on, sing it on, sing it on, sing it on now",False
1543,el día que tuviste,False
1544,back on the saddle 'cause we've gathered all our strength for more (strength for more),False
1545,pero cuando canto esta canción,False
1546,"we gon' be alright (wooh, oh jesus)",False
1547,"the sooner we do, this pandemic will end",True
1548,"do something to improve, don't procrastinate (oh)",False
1549,"this ain't my prayer, it's just a thought i'm wanting to send",False
1550,we’ll drive that car,False
1551,open up before the clock ,False
1552,por lo menos hasta el momento que podamos vernos,False
1553,moms and babies blowin' kisses,False
1554,"god bless america, that's how we roll",False
1555,"got a pretty girl (21), that i'm feelin' on (21)",False
1556,only swiss is allowed,False
1557,they're selling me for parts,False
1558,"yeah, you look good, but they still wanna know where megan at (where megan at?)",False
1559,widows were all weepin',False
1560,it’s time to let them see,False
1561,solitaries made a rockstar too (ooh),False
1562,you live so very far away from,False
1563,"i fuck her like a bathing ape, she run from the dick like a cheetah (go)",False
1564,in the back they playin' twinsies like a hugh hefner zoo,False
1565,first responders and the national guard,False
1566,sipping on codeine got my screws loose,False
1567,"don't wreck your brain, it'll be alright",False
1568,what a lucky man i am,False
1569,"every nurse that needs a break, let me buy you a drink",False
1570,"'member when they kicked me out of school, got expelled",False
1571,and i do this shit for the family (straight up),False
1572,"(alone, alone, ooh)",False
1573,"baby got that aquafina, it's cocaina",False
1574,to me down the phone,False
1575,watch a ball game from the stands,False
1576,"this ain’t my prayer, it’s just a thought i'm wanting to sеnd",False
1577,and the crickets hum their tune,False
1578,me and the end of the world,False
1579,"d2, this shit the new standard (grr)",False
1580,hating bitches mad ’cause they man is just a b-word,False
1581,livin' in a ghost town,False
1582,but i might need that hydrochloroquine 'cause i got that (yeah),False
1583,we gon' be alright,False
1584,"and what don't kill us make us stronger, boy, back that up",False
1585,let you know it ain't easy,False
1586,"we done rose from the bottom of the map, yeah",False
1587,or you can face everything and rise (i),False
1588,waist beads from yoruba (woo),False
1589,"one thousand percent, keep it one thousand with me (woo, woo, yeah)",False
1590,"coronavirus (imarkkeyz, this to you, boy)",True
1591,si estás sola,False
1592,living in the streets and the gutter raised me,False
1593,"clothes for me, clothes for me (clothes)",False
1594,califlower gnocchi gone from trader joe’s,False
1595,"tired of this pain, tired of this pain",False
1596,thieves were happy stealin',False
1597,"yeah, eat it, cookie monster (ooh)",False
1598,thank you's don't cut it,False
1599,"you're petroleum to plutonium, you're a phony",False
1600,"he thought we was gon' knuckle up, bitch, i don't box",False
1601,roll it up and light it ’cause i know you like to smoke,False
1602,"took a picture on my block, they think i'm back in the field",False
1603,they say stay home,True
1604,we don’t have to go out.,False
1605,'cause we're all in this together,False
1606,"there ain't no ""i"" in beer",False
1607,i'm goin' back to the south,False
1608,six feet away,True
1609,hanging out and getting along,False
1610,cause you can’t in real life,False
1611,"and i got solitary diamonds, solitary jewels",False
1612,"been past 'em, i know that's the reason why",False
1613,when you can't do what you do,False
1614,but i gotta be patient,False
1615,might be the reason why,False
1616,but then i suddenly see the sky shining a brighter blue,False
1617,when everything's wrong,False
1618,seems everybody's worried 'bout the things that we are thinking,False
1619,try to reach out to what´s within,False
1620,says that you´re running out of time,False
1621,for no one can fill,False
1622,"(run that back, turbo)",False
1623,"some things never change (i know alone, i know alone)",False
1624,"haha, don't care, stay mad",False
1625,"bustin' out my back room, she ain't out the loop",False
1626,i'm just trying not to go insane,False
1627,"and they know just where i be, it's like i'm 713 (yeah)",False
1628,i've made a few,False
1629,"boogie to the face to calm my feelings, i'm a stoner",False
1630,might not be the last,False
1631,"we birth kings (we birth kings), we birth tribes (we birth tribes)",False
1632,"we can make him dance, bachata",False
1633,"living in a ghost town, yeah",False
1634,"of the world, yeah-yeah, yeah",False
1635,"que dios bendiga a toda tu famila, mi amigo",False
1636,told her she could get chanel if she let my friends fuck,False
1637,they get nervous when it's nicki on the roster (rrr),False
1638,(call me) call me,False
1639,i ain't worried 'bout it (oh no),False
1640,no time for losers,False
1641,"give a fuck 'bout a threat, nigga",False
1642,"ooh, goin' up, goin' up, motherland, motherland drip on me",False
1643,"we'll never bow, we'll never break",False
1644,we all need somebody to lean on (yeah),False
1645,"tongue pop for, pop for me",False
1646,"black tints (yeah), matte black (yeah, yeah)",False
1647,"we gon' be alright, ay",False
1648,"put you in chanel, i'ma teach you how to stunt (21)",False
1649,may be saving someone's life,False
1650,"i don't worry 'bout you niggas, please stop talking 'bout me",False
1651,just believe and receive every word that he promised ya,False
1652,"got my pillows in my benz maybach, uh (maybach)",False
1653,"fresca, you nasty",False
1654,"i want luck, i want love",False
1655,"he got everything under control, that's how i know that",False
1656,‘cause i know you want to dance,False
1657,"tryin’ to keep it together, ooh ooh",False
1658,tryna believe god,False
1659,we're all livin' in a ghost town (woh-oh-oh-oh),False
1660,that's how the virus attacks (that's how the virus attacks),True
1661,in my bunker underneath the surface,False
1662,…cause you can’t come to my house..,False
1663,you gon' have to catch this vibe,False
1664,let's go,False
1665,find a blanket to hide out under,False
1666,i'ma put it down on,False
1667,break down the fences,False
1668,"need another march, lemme call tamika (woo)",False
1669,"lo siento, pero no",False
1670,"okay, dolls",False
1671,all my kids are real loud,False
1672,that's usually about the time,False
1673,why you stuck inside after the shelf,True
1674,my little quarantine? (quarantine),True
1675,you can’t come to my house,False
1676,and i ain't getting no younger,False
1677,but no one is going anywhere soon,False
1678,"so do unto others, it's good for the soul",False
1679,so that no one gets even close to this to pose a risk to me,False
1680,memories of the past,False
1681,i know alone and i don't wanna talk about it,False
1682,"talkin' slick to my folk (my folk), nip that lip like lipo (lipo)",False
1683,let´s go back to the basics,False
1684,and it seems like where i'm going,False
1685,"i see you critical, i'm the hospitable",False
1686,"sick beat, got a rug",False
1687,i'm hoping a little codeine'll get me od'in',False
1688,but you don't have to drink alone,False
1689,we’ll make it thru,False
1690,tryin' to keep it together,False
1691,"'cause the way i did it worked out fine, ooh, god you blessed me (amen)",False
1692,i believe that we will win,False
1693,ooh ooh,False
1694,(how do you like that?),False
1695,hide self-deprecation up your sleeve,False
1696,some fools they flushin’ em down the pipes,False
1697,"are you dumb, stupid, or dumb, huh?",False
1698,but i saw you walking across the street,False
1699,poco a poco empiezan los temblores (poco a poco empiezan los temblores),False
1700,"i'm the one that drives away, then follows you back home, mm-mm-hm",False
1701,"i went home to see my mama, been good hearing from old friends",False
1702,some day when we aren't six feet apart,True
1703,"this world is ice cold (ice cold), this world is ice cold (ice cold)",False
1704,"wait, hold up, nah, i still don't give a fuck",False
1705,"all chrome (yeah), black-owned (yeah)",False
1706,don't place me in no cop car,False
1707,"twelve o'clock, and i got my gun clocked, and i'm on one pill",False
1708,i believe that,False
1709,though your heart is overthrown,False
1710,you just heard just now in that one spot,False
1711,world so crazy might as well as stay in the house,False
1712,if the world does end,False
1713,"to me, it's all so clear",False
1714,and bad mistakes,False
1715,"now a nigga goin' up, up, up",False
1716,no one is going anywhere soon,False
1717,"when it's your time, give 'em something to watch",False
1718,so let your love be known,False
1719,"only those who are asleep don't make mistakes, get no critique",False
1720,"if i suck, your wife is a straw (straw)",False
1721,i believe that we will win (woo!),False
1722,'cause this dry cough is just like football umpires callin' a playback,False
1723,"i know a nigga from the hood, he'll serve with no scale",False
1724,make that thing sing like sade (21),False
1725,the world is holding its breath like we're running out of air,False
1726,it just gives me the blues,False
1727,and that's why now,False
1728,and want to hear what you say,False
1729,plenty nights got me traumatized,False
1730,go 'head and check your webster's,False
1731,"you and me, we're still here",False
1732,we ain't gon' have to go outside,False
1733,"and i nut in all the hoes i fuck, i blame the porn site",False
1734,"one, two, three",False
1735,she want me to fuck her to beyoncé (straight up),False
1736,i got a contact like eyewear (woah),False
1737,"like vikings, we'll be fighting through the day and night (day and night), ah-oh",False
1738,stayin’ in today and givin’ thanks,False
1739,coronavirus (coronavirus),True
1740,your man is just a b-word,False
1741,"yeah, woah",False
1742,and i don't know you at all,False
1743,keep turning over,False
1744,"and when your friends, when your friends, they don't come around",False
1745,"this song is dedicated to the moment; i have a feelin’ that we’re all going through a similar thing, so, i figured, we could break it down like this.",False
1746,you don't size up the costs,False
1747,i've got nothing to do,False
1748,"so let's enjoy this confination, ooh",False
1749,"bands on me, sticks on me",False
1750,to feel is not a crime,False
1751,"yeah, lately it's been hard",False
1752,"i mean, y'know, we laugh to keep from crying",False
1753,"you lookin' crazy, know the trenches raised me",False
1754,"i've been callin' up my mama, doin' some old friend checkin' in",False
1755,"said she wanna party, wanna let it loose",False
1756,"woah-ooh-woah, ooh, ooh",False
1757,"time and time again he brought me out, i knew he would",False
1758,i'm in the zone with the shit i'm on,False
1759,and the enemy's the remedy,False
1760,look at all the hate,False
1761,"watch the hunt, i’m not proud",False
1762,"don't come close, just",False
1763,you gotta keep the faith,False
1764,"here to get your goat little bit of sodium, it's assault (a salt)",False
1765,so put your fears aside,False
1766,"tomatoes, mustard, mayonnaise",False
1767,"yeah, that's just the roots i had planted (on god)",False
1768,you say it's like christmas when nobody's around,True
1769,i'ma put it down like,False
1770,cause quarantine is good for us,True
1771,so i like to spread the love,False
1772,tonight they're shutting down the borders,False
1773,one less paycheck comin' through,False
1774,the world be free,False
1775,"yeah, i'm quarantine clean, so relaxed (relaxed)",True
1776,yes whеn we open our eyеs,False
1777,and when this mess is over,False
1778,"ooh, wap, wap",False
1779,i’ll buy you a car,False
1780,"that’s just the tea, hunty (yes ma'am)",False
1781,"now sweep for me, sweep for me (sweep)",False
1782,each day on the lockdown,True
1783,ridin' lamborgini made her pussy juicy,False
1784,and some sweat behind the plow,False
1785,"niggas tweetin' bout me, got me trendin', bitch, you big sad",False
1786,"i write my own lyrics, a lot of these bitches gimmicks",False
1787,they say these bars are like covid (bars are like covid; what?),True
1788,"i got the weed, i got a xan in case you tripping 'bout the news",False
1789,"they just took my nigga, he got caught up with no strap",False
1790,"when you see me, what you talkin' 'bout, fuck you talkin' 'bout?",False
1791,"watches full of baguettes, pockets full of blue (yeah)",False
1792,"yeah, cellphones out when i roll up",False
1793,i never listen to what the odds say,False
1794,this shit might go too trill for triller though (woah),False
1795,the end of the world,False
1796,i believe (i believe),False
1797,'cause the sun's gonna shine,False
1798,"but it’s time to clean that dirt, c’mon!",False
1799,i'll share your load,False
1800,so let's enjoy this confination,False
1801,and no one was near,False
1802,like soldiers all through the night,False
1803,senseless crime and murder every day,False
1804,"i been cooking now, make a wicked pasta plate",False
1805,solution to everyone one else 'round me problems,False
1806,so i’mma stay at home,True
1807,"shit is getting real, shit is real",False
1808,you can search for me,False
1809,it's like pneumonia symptoms and contracting covid instantly,True
1810,so fast and so far,False
1811,not long ago,False
1812,there will be light after dark,False
1813,we ain’t gonna freak out,False
1814,is your own life crashing down,False
1815,ain't it time we loved a stranger?,False
1816,stroll line to the barbeque,False
1817,ahí me brilla el corazón,False
1818,we are the champions,False
